id,message,gold_intent,proposed_intent,weak_rule_label,model_pred,model_confidence,stratum,difficulty,label_source,reviewed,notes,conversation_id
95,@SpotifyCares iPhone 7 Plus Spotify version 8.4.25.906,app_device_bug,app_device_bug,app_device_bug,app_device_bug,0.9879,short,medium,rule_proposed,False,no LLM configured: seeded from the weak-supervision rule label; MUST be human-reviewed before use,1527847
96,"@SpotifyCares I just want to make playlists and chill downtown, that’s not a category....",general_complaint_feedback,general_complaint_feedback,general_complaint_feedback,general_complaint_feedback,0.9461,ambiguous,hard,rule_proposed,False,no LLM configured: seeded from the weak-supervision rule label; MUST be human-reviewed before use,1545846
97,"Hello @115888 : I see playlists on my app I never added on my profile, like someone else is connected. Any help?",general_complaint_feedback,general_complaint_feedback,general_complaint_feedback,general_complaint_feedback,0.7264,ambiguous,hard,rule_proposed,False,no LLM configured: seeded from the weak-supervision rule label; MUST be human-reviewed before use,1564288
98,"@SpotifyCares, I want to merge my Spotify and Hulu account but it wont let me. I am subscribed in the student program. 👨‍🎓",general_complaint_feedback,general_complaint_feedback,general_complaint_feedback,general_complaint_feedback,0.8487,per_intent:general_complaint_feedback,hard,rule_proposed,False,no LLM configured: seeded from the weak-supervision rule label; MUST be human-reviewed before use,1645309
99,@SpotifyCares I have not noticed anything else not working. Restart and log in/out did not work either.,account_login_access,account_login_access,account_login_access,general_complaint_feedback,0.4177,low_confidence,hard,rule_proposed,False,no LLM configured: seeded from the weak-supervision rule label; MUST be human-reviewed before use,1656001
100,"@SpotifyCares I do not get any error messages on my phone (Samsung Galaxy S8+), but i do get a ""Song not available"" message on my computer (Windows 10).",content_availability,content_availability,content_availability,content_availability,0.9543,per_intent:content_availability,easy,rule_proposed,False,no LLM configured: seeded from the weak-supervision rule label; MUST be human-reviewed before use,1656001
101,@SpotifyCares I'm on iOS 11.1 &amp; Spotify 8.4.25.906 but i don't know if this really matters,general_complaint_feedback,general_complaint_feedback,general_complaint_feedback,general_complaint_feedback,0.9635,per_intent:general_complaint_feedback,hard,rule_proposed,False,no LLM configured: seeded from the weak-supervision rule label; MUST be human-reviewed before use,1675773
102,@117168 Are you going to fix the issue with people being unable to play certain artists?,general_complaint_feedback,general_complaint_feedback,general_complaint_feedback,general_complaint_feedback,0.4021,per_intent:general_complaint_feedback,hard,rule_proposed,False,no LLM configured: seeded from the weak-supervision rule label; MUST be human-reviewed before use,1677549
103,@SpotifyCares Ipod touch 6th gen. 8.4.3.884,general_complaint_feedback,general_complaint_feedback,general_complaint_feedback,general_complaint_feedback,0.9731,per_intent:general_complaint_feedback,hard,rule_proposed,False,no LLM configured: seeded from the weak-supervision rule label; MUST be human-reviewed before use,1681232
104,"@SpotifyCares iPhone X, running 8.4.25.906, and I have an Echo and an Echo Dot, both of which were possessed at different times last night",app_device_bug,app_device_bug,app_device_bug,app_device_bug,0.7293,per_intent:app_device_bug,easy,rule_proposed,False,no LLM configured: seeded from the weak-supervision rule label; MUST be human-reviewed before use,1742956
105,@117153 Can't login to my account with facebook. please help,account_login_access,account_login_access,account_login_access,account_login_access,0.9989,short,medium,rule_proposed,False,no LLM configured: seeded from the weak-supervision rule label; MUST be human-reviewed before use,1752731
106,"@SpotifyCares Hey, my problem: spotify-App doesn't open any more. I use WP 8, actualized, even tried to download it new - what can I do?",general_complaint_feedback,general_complaint_feedback,general_complaint_feedback,general_complaint_feedback,0.6937,ambiguous,hard,rule_proposed,False,no LLM configured: seeded from the weak-supervision rule label; MUST be human-reviewed before use,1764680
107,"@115888 If I get partner Spotify through Starbucks, do I still get Hulu?",general_complaint_feedback,general_complaint_feedback,general_complaint_feedback,general_complaint_feedback,0.9578,per_intent:general_complaint_feedback,hard,rule_proposed,False,no LLM configured: seeded from the weak-supervision rule label; MUST be human-reviewed before use,189825
108,"@115888 IM From India . I cant sign Up into #Spotify 
When Will it Avail in my Country ? 😕",general_complaint_feedback,general_complaint_feedback,general_complaint_feedback,content_availability,0.7354,per_intent:general_complaint_feedback,hard,rule_proposed,False,no LLM configured: seeded from the weak-supervision rule label; MUST be human-reviewed before use,1788660
109,"@118266 kemarin dapet sms begini, dan pembayaran melalui balance 3(udh kepotong). Tp kok statusnya masih pembayaran gagal ya? Help dong. https://t.co/KILfxU3lYb",general_complaint_feedback,general_complaint_feedback,general_complaint_feedback,general_complaint_feedback,0.9331,per_intent:general_complaint_feedback,hard,rule_proposed,False,no LLM configured: seeded from the weak-supervision rule label; MUST be human-reviewed before use,1795520
110,@115888 Would I be able to redeem this if I'm enrolled in a college but I don't start until fall 2018?,general_complaint_feedback,general_complaint_feedback,general_complaint_feedback,general_complaint_feedback,0.9716,per_intent:general_complaint_feedback,hard,rule_proposed,False,no LLM configured: seeded from the weak-supervision rule label; MUST be human-reviewed before use,189825
111,@115888 What if I already have hulu,general_complaint_feedback,general_complaint_feedback,general_complaint_feedback,general_complaint_feedback,0.9944,per_intent:general_complaint_feedback,hard,rule_proposed,False,no LLM configured: seeded from the weak-supervision rule label; MUST be human-reviewed before use,189825
112,i get kicked from my spotify family members after a week please help @SpotifyCares,general_complaint_feedback,general_complaint_feedback,general_complaint_feedback,general_complaint_feedback,0.708,per_intent:general_complaint_feedback,easy,rule_proposed,False,no LLM configured: seeded from the weak-supervision rule label; MUST be human-reviewed before use,1801050
113,@SpotifyCares can't login now because I set the app to offline mode before the update... Hitting connect won't do anything 😱 https://t.co/fPMcnCsMx4,account_login_access,account_login_access,account_login_access,playback_streaming_issue,0.963,per_intent:account_login_access,medium,rule_proposed,False,no LLM configured: seeded from the weak-supervision rule label; MUST be human-reviewed before use,1802990
114,"@SpotifyCares It's been an active request for almost 6 years and should only take a matter of days, if that, to develop and implement.",general_complaint_feedback,general_complaint_feedback,general_complaint_feedback,general_complaint_feedback,0.9744,ambiguous,hard,rule_proposed,False,no LLM configured: seeded from the weak-supervision rule label; MUST be human-reviewed before use,1084317
115,"Hey @115888, why do you keep resetting album download radio button? I keep having to redownload. iOS. Don’t make me go to Apple Music.",general_complaint_feedback,general_complaint_feedback,general_complaint_feedback,general_complaint_feedback,0.9028,per_intent:general_complaint_feedback,easy,rule_proposed,False,no LLM configured: seeded from the weak-supervision rule label; MUST be human-reviewed before use,1814619
116,"@115888 i have'nt been able to pay my subscription since like 3 months ago, the app wont recognize my credit card and i've tried with dif c",general_complaint_feedback,general_complaint_feedback,general_complaint_feedback,general_complaint_feedback,0.7372,ambiguous,hard,rule_proposed,False,no LLM configured: seeded from the weak-supervision rule label; MUST be human-reviewed before use,1832836
117,"@SpotifyCares i want to cancel my premium but don't know what email i used, i know the username though, what do i do?",cancellation_request,cancellation_request,cancellation_request,cancellation_request,0.9985,per_intent:cancellation_request,easy,rule_proposed,False,no LLM configured: seeded from the weak-supervision rule label; MUST be human-reviewed before use,1833440
118,@115888 So 4.99 monthly for how long if i get it,general_complaint_feedback,general_complaint_feedback,general_complaint_feedback,general_complaint_feedback,0.3492,low_confidence,hard,rule_proposed,False,no LLM configured: seeded from the weak-supervision rule label; MUST be human-reviewed before use,189825
119,"@SpotifyCares i’m not having an issue with my spotify, i was just wondering if me being in community college, am i able to get the discount",subscription_plan,subscription_plan,subscription_plan,general_complaint_feedback,0.7825,per_intent:subscription_plan,medium,rule_proposed,False,no LLM configured: seeded from the weak-supervision rule label; MUST be human-reviewed before use,189825
120,@SpotifyCares I'm being charged for one account on two different cards. Please can you help?,billing_payment,billing_payment,billing_payment,billing_payment,0.5112,per_intent:billing_payment,easy,rule_proposed,False,no LLM configured: seeded from the weak-supervision rule label; MUST be human-reviewed before use,1858484
121,"Hi @SpotifyCares! My Spotify Premium transaction fee failed and now it seems I went back to Spotify Free, is that correct?",general_complaint_feedback,general_complaint_feedback,general_complaint_feedback,content_availability,0.4314,low_confidence,hard,rule_proposed,False,no LLM configured: seeded from the weak-supervision rule label; MUST be human-reviewed before use,1865108
122,"@SpotifyCares it's ok, thanks for understanding friend. still love Spotify over any other music service",general_complaint_feedback,general_complaint_feedback,general_complaint_feedback,general_complaint_feedback,0.9551,per_intent:general_complaint_feedback,easy,rule_proposed,False,no LLM configured: seeded from the weak-supervision rule label; MUST be human-reviewed before use,1870163
123,"@SpotifyCares hi! How can I remove an album i ""appear on"" from my Spotify artist page?",feature_how_to,feature_how_to,feature_how_to,feature_how_to,0.9706,per_intent:feature_how_to,easy,rule_proposed,False,no LLM configured: seeded from the weak-supervision rule label; MUST be human-reviewed before use,1874371
124,"@115888 @115940 wanting to sign up as a student for both services, but my university isn't listed as a choice",general_complaint_feedback,general_complaint_feedback,general_complaint_feedback,general_complaint_feedback,0.5753,per_intent:general_complaint_feedback,hard,rule_proposed,False,no LLM configured: seeded from the weak-supervision rule label; MUST be human-reviewed before use,1926961
125,"with all the member of my family
my number 1166780459@SpotifyCares",general_complaint_feedback,general_complaint_feedback,general_complaint_feedback,general_complaint_feedback,0.6728,per_intent:general_complaint_feedback,hard,rule_proposed,False,no LLM configured: seeded from the weak-supervision rule label; MUST be human-reviewed before use,1935030
126,"@125633 had a recurring issue with distro appearing under the wrong artist on spotify, distribution still haven’t got a solution",general_complaint_feedback,general_complaint_feedback,general_complaint_feedback,general_complaint_feedback,0.9489,per_intent:general_complaint_feedback,hard,rule_proposed,False,no LLM configured: seeded from the weak-supervision rule label; MUST be human-reviewed before use,1947825
127,@115888 Removing songs with Chris Brown from all of my curated playlists forever would be a great place to start!!,general_complaint_feedback,general_complaint_feedback,general_complaint_feedback,general_complaint_feedback,0.6571,per_intent:general_complaint_feedback,easy,rule_proposed,False,no LLM configured: seeded from the weak-supervision rule label; MUST be human-reviewed before use,1962469
128,@SpotifyCares Im currently paying for a family subscription but now get it included in my phone package. Do I need to cancel and re-enstate?,cancellation_request,cancellation_request,cancellation_request,cancellation_request,0.9913,per_intent:cancellation_request,easy,rule_proposed,False,no LLM configured: seeded from the weak-supervision rule label; MUST be human-reviewed before use,1972982
129,@SpotifyCares my downloaded songs are buffering when I'm connected to wifi. What can I do?,playback_streaming_issue,playback_streaming_issue,playback_streaming_issue,general_complaint_feedback,0.4797,per_intent:playback_streaming_issue,medium,rule_proposed,False,no LLM configured: seeded from the weak-supervision rule label; MUST be human-reviewed before use,1980982
130,Um hey @115948 and @SpotifyCares y’all don’t have to like each other but what if you introduced a crossplatform “import playlist” button,general_complaint_feedback,general_complaint_feedback,general_complaint_feedback,general_complaint_feedback,0.9908,ambiguous,hard,rule_proposed,False,no LLM configured: seeded from the weak-supervision rule label; MUST be human-reviewed before use,1982684
131,@115888 We need a feature that allows you to play songs in a backwards order so newest songs play first. 😘,general_complaint_feedback,general_complaint_feedback,general_complaint_feedback,general_complaint_feedback,0.9076,per_intent:general_complaint_feedback,hard,rule_proposed,False,no LLM configured: seeded from the weak-supervision rule label; MUST be human-reviewed before use,1982963
132,@SpotifyCares latest TestFlight version seems to have resolved the odd behaviour I used to see but can’t really tell for sure at this point. I’ll keep in touch through DM.,general_complaint_feedback,general_complaint_feedback,general_complaint_feedback,general_complaint_feedback,0.6915,per_intent:general_complaint_feedback,hard,rule_proposed,False,no LLM configured: seeded from the weak-supervision rule label; MUST be human-reviewed before use,1989441
133,@SpotifyCares the cover of basket case by bastille will not play or download. I am also experiencing this problem  with (1),playback_streaming_issue,playback_streaming_issue,playback_streaming_issue,playback_streaming_issue,0.5246,low_confidence,hard,rule_proposed,False,no LLM configured: seeded from the weak-supervision rule label; MUST be human-reviewed before use,1991585
134,@115888 you guys fucking suck taking off one of my favorite albums ! I’m going stop my subscription and go to Apple Music fuck you !,general_complaint_feedback,general_complaint_feedback,general_complaint_feedback,general_complaint_feedback,0.9089,per_intent:general_complaint_feedback,easy,rule_proposed,False,no LLM configured: seeded from the weak-supervision rule label; MUST be human-reviewed before use,1999824
135,@SpotifyCares Been through all the articles. Nothing helps. Can I speak with a person?,general_complaint_feedback,general_complaint_feedback,general_complaint_feedback,general_complaint_feedback,0.981,high_risk,hard,rule_proposed,False,no LLM configured: seeded from the weak-supervision rule label; MUST be human-reviewed before use,2022245
136,@115888 I have premium fam acc. I have iphone and can cast ok to chromecast. Wife has iPhone and iPad on her account and having trouble ???,subscription_plan,subscription_plan,subscription_plan,app_device_bug,0.482,per_intent:subscription_plan,medium,rule_proposed,False,no LLM configured: seeded from the weak-supervision rule label; MUST be human-reviewed before use,2031624
137,"@117153 
You guys charged me twice and my account is still free! 
Help please",billing_payment,billing_payment,billing_payment,billing_payment,0.9978,per_intent:billing_payment,easy,rule_proposed,False,no LLM configured: seeded from the weak-supervision rule label; MUST be human-reviewed before use,2048744
138,hey @SpotifyCares I am currently being charged 16.09 each month and my subscription says free. Who do I contact. There is no info on ur site,general_complaint_feedback,general_complaint_feedback,general_complaint_feedback,billing_payment,0.4977,per_intent:general_complaint_feedback,hard,rule_proposed,False,no LLM configured: seeded from the weak-supervision rule label; MUST be human-reviewed before use,2050305
139,@115888 When Your services are coming to india?,general_complaint_feedback,general_complaint_feedback,general_complaint_feedback,general_complaint_feedback,0.8494,short,hard,rule_proposed,False,no LLM configured: seeded from the weak-supervision rule label; MUST be human-reviewed before use,2058598
140,@SpotifyCares do you have plans for educators???,general_complaint_feedback,general_complaint_feedback,general_complaint_feedback,general_complaint_feedback,0.9664,per_intent:general_complaint_feedback,hard,rule_proposed,False,no LLM configured: seeded from the weak-supervision rule label; MUST be human-reviewed before use,2064258
141,Why are Anita's albums not on @115888 ?,general_complaint_feedback,general_complaint_feedback,general_complaint_feedback,general_complaint_feedback,0.5118,per_intent:general_complaint_feedback,medium,rule_proposed,False,no LLM configured: seeded from the weak-supervision rule label; MUST be human-reviewed before use,2065475
142,"@115888 Im not a student, however I have Spotify premium (9.99/month). Will I also be subject to this particular deal??",subscription_plan,subscription_plan,subscription_plan,subscription_plan,0.9994,per_intent:subscription_plan,easy,rule_proposed,False,no LLM configured: seeded from the weak-supervision rule label; MUST be human-reviewed before use,189825
143,@115888 How are you gonna cancel my spotify family premium plan and now won't even let me sign back up for it?!,cancellation_request,cancellation_request,cancellation_request,cancellation_request,0.9598,per_intent:cancellation_request,easy,rule_proposed,False,no LLM configured: seeded from the weak-supervision rule label; MUST be human-reviewed before use,2078728
144,"@SpotifyCares May I know if the Chromecasting on Android bug has been worked on or noticed? Basically, it doesn't work whilst Google Music works perfectly.. :-(",app_device_bug,app_device_bug,app_device_bug,app_device_bug,0.9834,per_intent:app_device_bug,easy,rule_proposed,False,no LLM configured: seeded from the weak-supervision rule label; MUST be human-reviewed before use,2116839
145,"@115888 so when are we going to be able to filter out own libraries? I want to spin my top 25 when I want to. Not when you decide to be generous enough to give me my ""top songs of 2016"" playlist. Open devolpment was way better than this bullshit. Why am I paying for this?",general_complaint_feedback,general_complaint_feedback,general_complaint_feedback,general_complaint_feedback,0.4373,per_intent:general_complaint_feedback,easy,rule_proposed,False,no LLM configured: seeded from the weak-supervision rule label; MUST be human-reviewed before use,2135057
146,"Gee, thanks @115888 for randomly deleting my entire library. So pumped to redownload everything all over again",general_complaint_feedback,general_complaint_feedback,general_complaint_feedback,general_complaint_feedback,0.969,per_intent:general_complaint_feedback,easy,rule_proposed,False,no LLM configured: seeded from the weak-supervision rule label; MUST be human-reviewed before use,2144223
147,@SpotifyCares I have another big problem. My account was hacked and my debit card info is on that account I really need some help right now!!!!!!,account_login_access,account_login_access,account_login_access,account_login_access,0.9264,high_risk,easy,rule_proposed,False,no LLM configured: seeded from the weak-supervision rule label; MUST be human-reviewed before use,2158599
148,I don't even tweet...but if @115888 isn't extortionate enough. They want to charge me twice then have me jump through hoops for a refund...jokers https://t.co/WxKej7kzGL,billing_payment,billing_payment,billing_payment,billing_payment,0.9649,per_intent:billing_payment,easy,rule_proposed,False,no LLM configured: seeded from the weak-supervision rule label; MUST be human-reviewed before use,2203819
149,@SpotifyCares I can't make a spotify account using my email due to the fact my current email is already linked to a account which is linked to a Facebook which i deleted a long time ago. So i can't sign in at all or get access to the account. What can i do?,account_login_access,account_login_access,account_login_access,account_login_access,0.9134,per_intent:account_login_access,easy,rule_proposed,False,no LLM configured: seeded from the weak-supervision rule label; MUST be human-reviewed before use,2211072
150,"@118797 @648197 @SpotifyCares @AskPlayStation @XboxSupport I suggest a “renew subscription” button that already subscribed consumers can fall back to when on a biweekly payment system, this can significantly improve the quality of life of over an estimated 65% or more of your targeted subscribers.",general_complaint_feedback,general_complaint_feedback,general_complaint_feedback,billing_payment,0.5688,per_intent:general_complaint_feedback,hard,rule_proposed,False,no LLM configured: seeded from the weak-supervision rule label; MUST be human-reviewed before use,2218930
151,Why aren't the Nicole Wray songs I want to listen to on @115888?,general_complaint_feedback,general_complaint_feedback,general_complaint_feedback,general_complaint_feedback,0.96,per_intent:general_complaint_feedback,easy,rule_proposed,False,no LLM configured: seeded from the weak-supervision rule label; MUST be human-reviewed before use,2239818
152,Will you update your app for iPhone x anytime soon? @115888,general_complaint_feedback,general_complaint_feedback,general_complaint_feedback,app_device_bug,0.563,short,hard,rule_proposed,False,no LLM configured: seeded from the weak-supervision rule label; MUST be human-reviewed before use,2245949
153,"Seriously? I guess @115888 arbitrarily limits libraries to 10k songs, even for paying subscribers. https://t.co/EM53rkF1M3",general_complaint_feedback,general_complaint_feedback,general_complaint_feedback,general_complaint_feedback,0.8428,per_intent:general_complaint_feedback,easy,rule_proposed,False,no LLM configured: seeded from the weak-supervision rule label; MUST be human-reviewed before use,2246038
154,@SpotifyCares Make sure to get iPhone X support please!!♡,general_complaint_feedback,general_complaint_feedback,general_complaint_feedback,general_complaint_feedback,0.9483,per_intent:general_complaint_feedback,medium,rule_proposed,False,no LLM configured: seeded from the weak-supervision rule label; MUST be human-reviewed before use,2251399
155,.@115888 you send me an email about premium yearly and the deny me from signing up. WTF....,general_complaint_feedback,general_complaint_feedback,general_complaint_feedback,general_complaint_feedback,0.6588,ambiguous,hard,rule_proposed,False,no LLM configured: seeded from the weak-supervision rule label; MUST be human-reviewed before use,2263266
156,"@SpotifyCares No, It seems to be working fine today , it must have been a glitch in the IOS or something ! Thanks for the reply :)",playback_streaming_issue,playback_streaming_issue,playback_streaming_issue,playback_streaming_issue,0.519,per_intent:playback_streaming_issue,easy,rule_proposed,False,no LLM configured: seeded from the weak-supervision rule label; MUST be human-reviewed before use,2272757
157,@SpotifyCares Haaaaaaaalp,general_complaint_feedback,general_complaint_feedback,general_complaint_feedback,general_complaint_feedback,0.9991,per_intent:general_complaint_feedback,hard,rule_proposed,False,no LLM configured: seeded from the weak-supervision rule label; MUST be human-reviewed before use,2275395
158,@115888 noticed you guys removed the blue stones. Any chance of adding that back anytime soon,general_complaint_feedback,general_complaint_feedback,general_complaint_feedback,content_availability,0.7675,per_intent:general_complaint_feedback,hard,rule_proposed,False,no LLM configured: seeded from the weak-supervision rule label; MUST be human-reviewed before use,2275442
159,@SpotifyCares i cant sign up for student discount after i canceled my premium account.,subscription_plan,subscription_plan,subscription_plan,subscription_plan,0.9996,per_intent:subscription_plan,easy,rule_proposed,False,no LLM configured: seeded from the weak-supervision rule label; MUST be human-reviewed before use,2287198
160,Can y’all help? @SpotifyCares https://t.co/vH04hXFIRk,general_complaint_feedback,general_complaint_feedback,general_complaint_feedback,general_complaint_feedback,0.9976,per_intent:general_complaint_feedback,hard,rule_proposed,False,no LLM configured: seeded from the weak-supervision rule label; MUST be human-reviewed before use,2289886
161,"@115888 @SpotifyCares 
Sorry if this question is a bit early, but I was wondering if you where planning on bringing back ""My Year In Muisc"" for the end of 2017. I know for 2016 you did replaced it with ""Wrapped"" but many Spotify fans seemed to prefer ""My Year"".",general_complaint_feedback,general_complaint_feedback,general_complaint_feedback,general_complaint_feedback,0.3987,low_confidence,hard,rule_proposed,False,no LLM configured: seeded from the weak-supervision rule label; MUST be human-reviewed before use,2290906
162,@SpotifyCares I can't log in to Spotify on my ps4 because I need to unlink from a ps3. I don't know which PlayStation account I was logged into Spotify on so I can't log out. Is there another way around this,account_login_access,account_login_access,account_login_access,app_device_bug,0.5629,per_intent:account_login_access,medium,rule_proposed,False,no LLM configured: seeded from the weak-supervision rule label; MUST be human-reviewed before use,2292720
163,"@SpotifyCares 
AllFilledUp.  Prem acct. Have many playlists. Can't set playback.  Help",general_complaint_feedback,general_complaint_feedback,general_complaint_feedback,general_complaint_feedback,0.679,per_intent:general_complaint_feedback,hard,rule_proposed,False,no LLM configured: seeded from the weak-supervision rule label; MUST be human-reviewed before use,2292734
164,"@SpotifyCares I want to cancel whatever I am paying 9.99 a month for. I have no account apparently, so I can't cancel it! Free thru Toyota for a month maybe? Stop billing me.",cancellation_request,cancellation_request,cancellation_request,cancellation_request,0.9417,per_intent:cancellation_request,easy,rule_proposed,False,no LLM configured: seeded from the weak-supervision rule label; MUST be human-reviewed before use,2293020
165,@SpotifyCares @136221 (with an android phone),general_complaint_feedback,general_complaint_feedback,general_complaint_feedback,general_complaint_feedback,0.916,short,hard,rule_proposed,False,no LLM configured: seeded from the weak-supervision rule label; MUST be human-reviewed before use,2296885
166,"@SpotifyCares Hi, on the app it says I have PREMIUM TRIAL but on the website it’s says it’ll be renewed next month, but I know for sure that I got the premium trial a couple of weeks back. I want to cancel it before I get billed for the month at £9.99. I just want the trial only.",cancellation_request,cancellation_request,cancellation_request,subscription_plan,0.9949,long,medium,rule_proposed,False,no LLM configured: seeded from the weak-supervision rule label; MUST be human-reviewed before use,2296887
167,Good job @SpotifyCares only took you an hour longer than your competitor LMAO fucking shitty service lost a subscriber,general_complaint_feedback,general_complaint_feedback,general_complaint_feedback,general_complaint_feedback,0.9461,ambiguous,hard,rule_proposed,False,no LLM configured: seeded from the weak-supervision rule label; MUST be human-reviewed before use,2338232
168,"@117153 i’ve subscribe, but my account still not active. Why is this happen??",general_complaint_feedback,general_complaint_feedback,general_complaint_feedback,general_complaint_feedback,0.5937,per_intent:general_complaint_feedback,easy,rule_proposed,False,no LLM configured: seeded from the weak-supervision rule label; MUST be human-reviewed before use,2342515
169,"@SpotifyCares Someone has hacked my spotify account.
 My id: __email__

I have been charged today via Paypal but I cannot Access my account for it says that there is no such email in the database. I also have received and email saying that my email Access has been changed",account_login_access,account_login_access,account_login_access,account_login_access,0.9989,per_intent:account_login_access,easy,rule_proposed,False,no LLM configured: seeded from the weak-supervision rule label; MUST be human-reviewed before use,2346336
170,How can I operate @115888 here in Saudi Arabia? I tried vpn didn’t work.,feature_how_to,feature_how_to,feature_how_to,feature_how_to,0.8853,per_intent:feature_how_to,easy,rule_proposed,False,no LLM configured: seeded from the weak-supervision rule label; MUST be human-reviewed before use,2358985
171,@SpotifyCares Windows 10 on desktop,general_complaint_feedback,general_complaint_feedback,general_complaint_feedback,general_complaint_feedback,0.5578,per_intent:general_complaint_feedback,hard,rule_proposed,False,no LLM configured: seeded from the weak-supervision rule label; MUST be human-reviewed before use,2364769
172,@115888 your Roku app isn't showing playlists. Is that by design or am I missing something?,general_complaint_feedback,general_complaint_feedback,general_complaint_feedback,content_availability,0.7714,per_intent:general_complaint_feedback,hard,rule_proposed,False,no LLM configured: seeded from the weak-supervision rule label; MUST be human-reviewed before use,2366370
173,@SpotifyCares Spotify hit me with 6 charges back to back this month... Can I talk to a human? Of course not that's absurd . How about we fix this,general_complaint_feedback,general_complaint_feedback,general_complaint_feedback,billing_payment,0.6496,high_risk,hard,rule_proposed,False,no LLM configured: seeded from the weak-supervision rule label; MUST be human-reviewed before use,2377282
174,why arent twice’s korean versions of songs available in spotify au/nz 😠 @116380,content_availability,content_availability,content_availability,content_availability,0.8522,per_intent:content_availability,easy,rule_proposed,False,no LLM configured: seeded from the weak-supervision rule label; MUST be human-reviewed before use,2379031
175,@117153 Hey my spotify keeps pausing / skipping to next song.  Any idea whats going on?,playback_streaming_issue,playback_streaming_issue,playback_streaming_issue,playback_streaming_issue,0.999,per_intent:playback_streaming_issue,easy,rule_proposed,False,no LLM configured: seeded from the weak-supervision rule label; MUST be human-reviewed before use,2383574
176,@115888 please update your app to utilize the new screen dimensions on the iPhone X!,general_complaint_feedback,general_complaint_feedback,general_complaint_feedback,general_complaint_feedback,0.7001,per_intent:general_complaint_feedback,easy,rule_proposed,False,no LLM configured: seeded from the weak-supervision rule label; MUST be human-reviewed before use,2429642
177,"@SpotifyCares Additionally, it could provide metric on discover weekly 'success' via song retention. e.g. how many of the 30 songs are users 'keeping' per month? Will vote, ty.",subscription_plan,subscription_plan,subscription_plan,general_complaint_feedback,0.4042,per_intent:subscription_plan,medium,rule_proposed,False,no LLM configured: seeded from the weak-supervision rule label; MUST be human-reviewed before use,2442014
178,@116380 HI! I can’t listen to this yet. Can you please fix ASAP. From one crazy Björk fan. Xx 🏳️‍🌈 #BlissingMe https://t.co/JXkfNN1o9p,general_complaint_feedback,general_complaint_feedback,general_complaint_feedback,general_complaint_feedback,0.6666,per_intent:general_complaint_feedback,easy,rule_proposed,False,no LLM configured: seeded from the weak-supervision rule label; MUST be human-reviewed before use,2449853
179,@115888 can i have this for next month? bcs im already in premium,general_complaint_feedback,general_complaint_feedback,general_complaint_feedback,subscription_plan,0.8706,per_intent:general_complaint_feedback,hard,rule_proposed,False,no LLM configured: seeded from the weak-supervision rule label; MUST be human-reviewed before use,2466897
180,@SpotifyCares Just trying to download the current version from the Spotify site. I have Windows 8.1.,general_complaint_feedback,general_complaint_feedback,general_complaint_feedback,general_complaint_feedback,0.5091,low_confidence,hard,rule_proposed,False,no LLM configured: seeded from the weak-supervision rule label; MUST be human-reviewed before use,2482206
181,@115888 how do I make the little bloop noise go away so when I’m changing the bangerz I don’t almost burst my ear drums,feature_how_to,feature_how_to,feature_how_to,feature_how_to,0.9653,per_intent:feature_how_to,easy,rule_proposed,False,no LLM configured: seeded from the weak-supervision rule label; MUST be human-reviewed before use,2482213
182,"@SpotifyCares 

Picture and artists don't match up with title https://t.co/dPTPhxvO5H",general_complaint_feedback,general_complaint_feedback,general_complaint_feedback,general_complaint_feedback,0.998,short,hard,rule_proposed,False,no LLM configured: seeded from the weak-supervision rule label; MUST be human-reviewed before use,2495598
183,"@714198 I know, same!! I have to change my location but for that, I have to pay first, and there is no f**ing way I'm giving them my money, so I'll switch to apple music, I'd rather give my money to them than to those cunts from @115888",general_complaint_feedback,general_complaint_feedback,general_complaint_feedback,billing_payment,0.5508,long,hard,rule_proposed,False,no LLM configured: seeded from the weak-supervision rule label; MUST be human-reviewed before use,2504282
184,Someone hacked my @115888 and now I have hella turkish playlists 😂,account_login_access,account_login_access,account_login_access,account_login_access,0.998,high_risk,easy,rule_proposed,False,no LLM configured: seeded from the weak-supervision rule label; MUST be human-reviewed before use,2510496
185,@115888 fix this this dude is not d12 😂😂😂 im pretty sure d12 is a rap group not no jamacan soundin shit https://t.co/KPAeF5ts87,general_complaint_feedback,general_complaint_feedback,general_complaint_feedback,general_complaint_feedback,0.4523,low_confidence,hard,rule_proposed,False,no LLM configured: seeded from the weak-supervision rule label; MUST be human-reviewed before use,2545861
186,Hey @115888 @SpotifyCares Are you going to update your website or app so I can update my payment options?! The websites keeps crashing every time I click on the LOG IN button. Even clicked on the SPOTIFY PREMIUM FREE TRIAL option and it crashed. Please fix this soon!,app_device_bug,app_device_bug,app_device_bug,app_device_bug,0.9274,per_intent:app_device_bug,easy,rule_proposed,False,no LLM configured: seeded from the weak-supervision rule label; MUST be human-reviewed before use,2562462
187,@115888 can y’all please add RaRa by Travis Scott ft. Lil Uzi bc it’s only on SoundCloud,feature_how_to,feature_how_to,feature_how_to,general_complaint_feedback,0.62,per_intent:feature_how_to,medium,rule_proposed,False,no LLM configured: seeded from the weak-supervision rule label; MUST be human-reviewed before use,2577777
